authorships,doi,publication_year,type,is_oa,source_display_name,source_id,issn_l,host_organization,host_organization_name,landing_page_url,pdf_url,license,version
,https://doi.org/10.1007/s00787-026-03006-6,2026,article,TRUE,European Child & Adolescent Psychiatry,https://openalex.org/S159275680,1018-8827,https://openalex.org/P4310319900,Springer Nature,https://doi.org/10.1007/s00787-026-03006-6,https://link.springer.com/content/pdf/10.1007/s00787-026-03006-6.pdf,cc-by,publishedVersion
,https://doi.org/10.1038/s41598-026-44338-2,2026,article,TRUE,Scientific Reports,https://openalex.org/S196734849,2045-2322,https://openalex.org/P4310319908,Springer Nature,https://doi.org/10.1038/s41598-026-44338-2,NA,cc-by,publishedVersion
,https://doi.org/10.1016/j.jmr.2026.108058,2026,article,TRUE,Journal of Magnetic Resonance,https://openalex.org/S90573847,1090-7807,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.jmr.2026.108058,NA,cc-by,publishedVersion
,https://doi.org/10.3390/life16030493,2026,article,TRUE,Life,https://openalex.org/S4210200765,2075-1729,https://openalex.org/P4310310987,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/life16030493,https://www.mdpi.com/2075-1729/16/3/493/pdf,cc-by,publishedVersion
,https://doi.org/10.1186/s12877-026-07371-4,2026,article,TRUE,BMC Geriatrics,https://openalex.org/S14643628,1471-2318,https://openalex.org/P4310320256,Springer Nature,https://doi.org/10.1186/s12877-026-07371-4,NA,cc-by,publishedVersion
,https://doi.org/10.1038/s41398-026-03932-8,2026,article,TRUE,Translational Psychiatry,https://openalex.org/S163345920,2158-3188,https://openalex.org/P4310319965,Springer Nature,https://doi.org/10.1038/s41398-026-03932-8,NA,cc-by,publishedVersion
,https://doi.org/10.64898/2026.03.27.714707,2026,article,TRUE,bioRxiv (Cold Spring Harbor Laboratory),https://openalex.org/S4306402567,NA,https://openalex.org/I2750212522,Cold Spring Harbor Laboratory,https://doi.org/10.64898/2026.03.27.714707,NA,cc-by-nc-nd,acceptedVersion
,https://doi.org/10.1109/lascas67804.2026.11457081,2026,article,FALSE,NA,NA,NA,NA,NA,https://doi.org/10.1109/lascas67804.2026.11457081,NA,NA,publishedVersion
,https://doi.org/10.1016/j.cels.2026.101574,2026,article,FALSE,Cell Systems,https://openalex.org/S2764739556,2405-4712,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.cels.2026.101574,NA,NA,publishedVersion
,https://doi.org/10.1177/20451253261434380,2026,article,TRUE,Therapeutic Advances in Psychopharmacology,https://openalex.org/S2765027927,2045-1253,https://openalex.org/P4310320017,SAGE Publishing,https://doi.org/10.1177/20451253261434380,NA,cc-by,publishedVersion
,https://doi.org/10.1016/j.tem.2026.02.010,2026,article,TRUE,Trends in Endocrinology and Metabolism,https://openalex.org/S93802863,1043-2760,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.tem.2026.02.010,NA,cc-by-nc-nd,publishedVersion
,https://doi.org/10.1093/eurheartj/ehag186,2026,article,FALSE,European Heart Journal,https://openalex.org/S181568219,0195-668X,https://openalex.org/P4310311648,Oxford University Press,https://doi.org/10.1093/eurheartj/ehag186,NA,NA,publishedVersion
,https://doi.org/10.1002/ueg2.70133,2025,article,TRUE,United European Gastroenterology Journal,https://openalex.org/S2764702794,2050-6406,https://openalex.org/P4310320595,Wiley,https://doi.org/10.1002/ueg2.70133,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ueg2.70133,cc-by-nc-nd,publishedVersion
,https://doi.org/10.1103/hc4r-2st8,2026,preprint,TRUE,Physical Review Research,https://openalex.org/S4210240247,2643-1564,https://openalex.org/P4310320261,American Physical Society,https://doi.org/10.1103/hc4r-2st8,NA,cc-by,publishedVersion
,https://doi.org/10.3389/fgene.2025.1653768,2025,article,TRUE,Frontiers in Genetics,https://openalex.org/S2597340651,1664-8021,https://openalex.org/P4310320527,Frontiers Media,https://doi.org/10.3389/fgene.2025.1653768,https://www.frontiersin.org/journals/genetics/articles/10.3389/fgene.2025.1653768/pdf,cc-by,publishedVersion
,https://doi.org/10.1038/s41375-025-02777-2,2025,article,TRUE,Leukemia,https://openalex.org/S149476849,0887-6924,https://openalex.org/P4310319965,Springer Nature,https://doi.org/10.1038/s41375-025-02777-2,https://www.nature.com/articles/s41375-025-02777-2.pdf,cc-by,publishedVersion
,https://doi.org/10.3389/fnume.2025.1695332,2025,review,TRUE,Frontiers in Nuclear Medicine,https://openalex.org/S4210199274,2673-8880,https://openalex.org/P4310320527,Frontiers Media,https://doi.org/10.3389/fnume.2025.1695332,https://www.frontiersin.org/journals/nuclear-medicine/articles/10.3389/fnume.2025.1695332/pdf,cc-by,publishedVersion
,https://doi.org/10.1111/apps.70038,2025,article,TRUE,Applied Psychology,https://openalex.org/S47864991,0269-994X,https://openalex.org/P4310320595,Wiley,https://doi.org/10.1111/apps.70038,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/apps.70038,cc-by,publishedVersion
,https://doi.org/10.1186/s40658-025-00806-8,2025,article,TRUE,EJNMMI Physics,https://openalex.org/S2737569433,2197-7364,https://openalex.org/P4310319900,Springer Nature,https://doi.org/10.1186/s40658-025-00806-8,https://ejnmmiphys.springeropen.com/counter/pdf/10.1186/s40658-025-00806-8,cc-by,publishedVersion
,https://doi.org/10.1093/eurjpc/zwaf661,2025,article,TRUE,European Journal of Preventive Cardiology,https://openalex.org/S201064403,2047-4873,https://openalex.org/P4310311648,Oxford University Press,https://doi.org/10.1093/eurjpc/zwaf661,NA,cc-by,publishedVersion
,https://doi.org/10.3389/fimmu.2025.1655212,2025,article,TRUE,Frontiers in Immunology,https://openalex.org/S2595292759,1664-3224,https://openalex.org/P4310320527,Frontiers Media,https://doi.org/10.3389/fimmu.2025.1655212,https://www.frontiersin.org/journals/immunology/articles/10.3389/fimmu.2025.1655212/pdf,cc-by,publishedVersion
,https://doi.org/10.1002/advs.202510456,2025,article,TRUE,Advanced Science,https://openalex.org/S2737737698,2198-3844,https://openalex.org/P4310320595,Wiley,https://doi.org/10.1002/advs.202510456,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202510456,cc-by,publishedVersion
,https://doi.org/10.1002/alz70855_102036,2025,article,TRUE,Alzheimer s & Dementia,https://openalex.org/S108427512,1552-5260,https://openalex.org/P4310320595,Wiley,https://doi.org/10.1002/alz70855_102036,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/alz70855_102036,cc-by,publishedVersion
,https://doi.org/10.1098/rspb.2025.2028,2025,article,TRUE,Proceedings of the Royal Society B Biological Sciences,https://openalex.org/S3006207977,0962-8452,https://openalex.org/P4310319787,Royal Society,https://doi.org/10.1098/rspb.2025.2028,https://royalsocietypublishing.org/rspb/article-pdf/doi/10.1098/rspb.2025.2028/4439982/rspb.2025.2028.pdf,cc-by,publishedVersion
,https://doi.org/10.1021/acs.jpclett.5c03526,2026,article,TRUE,The Journal of Physical Chemistry Letters,https://openalex.org/S123480357,1948-7185,https://openalex.org/P4310320006,American Chemical Society,https://doi.org/10.1021/acs.jpclett.5c03526,NA,cc-by,publishedVersion
,https://doi.org/10.1145/3716553.3757095,2025,article,FALSE,NA,NA,NA,NA,NA,https://doi.org/10.1145/3716553.3757095,NA,NA,publishedVersion
,https://doi.org/10.1145/3731599.3767558,2025,article,TRUE,NA,NA,NA,NA,NA,https://doi.org/10.1145/3731599.3767558,NA,cc-by-sa,publishedVersion
,https://doi.org/10.21203/rs.3.rs-8539228/v1,2026,preprint,TRUE,Research Square,https://openalex.org/S4306525896,NA,NA,NA,https://doi.org/10.21203/rs.3.rs-8539228/v1,https://www.researchsquare.com/article/rs-8539228/latest.pdf,cc-by,acceptedVersion
,https://doi.org/10.5281/zenodo.18262736,2026,dataset,TRUE,DIGITAL.CSIC (Spanish National Research Council (CSIC)),https://openalex.org/S4306400616,NA,https://openalex.org/I134820265,Consejo Superior de Investigaciones Científicas,http://hdl.handle.net/10261/426919,NA,cc-by,submittedVersion
,https://doi.org/10.5281/zenodo.18325712,2026,other,FALSE,Document Server@UHasselt (UHasselt),https://openalex.org/S4306401926,NA,https://openalex.org/I878454856,Hasselt University,https://zenodo.org/doi/10.5281/zenodo.18325712,NA,NA,submittedVersion
,https://doi.org/10.5281/zenodo.18336535,2026,dataset,TRUE,Zenodo (CERN European Organization for Nuclear Research),https://openalex.org/S4306400562,NA,https://openalex.org/I67311998,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.18336535,NA,cc-by,NA
,https://doi.org/10.1145/3742413.3789222,2026,article,TRUE,NA,NA,NA,NA,NA,https://doi.org/10.1145/3742413.3789222,NA,cc-by,publishedVersion
,https://doi.org/10.1016/j.apm.2025.116535,2025,preprint,TRUE,Applied Mathematical Modelling,https://openalex.org/S153281200,0307-904X,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.apm.2025.116535,NA,cc-by-nc-nd,publishedVersion
,https://doi.org/10.1038/s42005-025-02321-9,2025,article,TRUE,Communications Physics,https://openalex.org/S4210200995,2399-3650,https://openalex.org/P4310319908,Springer Nature,https://doi.org/10.1038/s42005-025-02321-9,https://www.nature.com/articles/s42005-025-02321-9.pdf,cc-by-nc-nd,publishedVersion
,https://doi.org/10.22331/q-2026-03-24-2042,2026,preprint,TRUE,Quantum,https://openalex.org/S4210226432,2521-327X,https://openalex.org/P4310317900,Verein zur Förderung des Open Access Publizierens in den Quantenwissenschaften,https://doi.org/10.22331/q-2026-03-24-2042,https://quantum-journal.org/papers/q-2026-03-24-2042/pdf/,cc-by,publishedVersion
,https://doi.org/10.1103/3hnz-bysr,2025,preprint,TRUE,Physical Review Applied,https://openalex.org/S2764453006,2331-7019,https://openalex.org/P4310320261,American Physical Society,https://doi.org/10.1103/3hnz-bysr,NA,cc-by,publishedVersion
,https://doi.org/10.26434/chemrxiv-2025-rd23r,2025,article,TRUE,ChemRxiv,https://openalex.org/S4393918830,2573-2293,NA,NA,https://doi.org/10.26434/chemrxiv-2025-rd23r,NA,cc-by,acceptedVersion
,https://doi.org/10.1007/s00120-025-02681-8,2025,editorial,TRUE,Die Urologie,https://openalex.org/S4387280488,2731-7064,https://openalex.org/P4310319900,Springer Nature,https://doi.org/10.1007/s00120-025-02681-8,https://link.springer.com/content/pdf/10.1007/s00120-025-02681-8.pdf,NA,publishedVersion
,https://doi.org/10.1038/s41392-025-02424-3,2025,article,TRUE,Signal Transduction and Targeted Therapy,https://openalex.org/S2739142469,2059-3635,https://openalex.org/P4310319965,Springer Nature,https://doi.org/10.1038/s41392-025-02424-3,https://www.nature.com/articles/s41392-025-02424-3.pdf,cc-by,publishedVersion
,https://doi.org/10.1186/s12906-025-05087-3,2025,article,TRUE,BMC Complementary Medicine and Therapies,https://openalex.org/S4210199159,2662-7671,https://openalex.org/P4310320256,Springer Nature,https://doi.org/10.1186/s12906-025-05087-3,https://bmccomplementmedtherapies.biomedcentral.com/counter/pdf/10.1186/s12906-025-05087-3,cc-by,publishedVersion
,https://doi.org/10.1111/dme.70112,2025,article,TRUE,Diabetic Medicine,https://openalex.org/S72944096,0742-3071,https://openalex.org/P4310320595,Wiley,https://doi.org/10.1111/dme.70112,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/dme.70112,cc-by,publishedVersion
,https://doi.org/10.63878/jalt1296,2025,article,TRUE,Journal of Applied Linguistics and TESOL (JALT),https://openalex.org/S5407023067,2709-8265,NA,NA,https://doi.org/10.63878/jalt1296,https://jalt.com.pk/index.php/jalt/article/download/1296/1036,cc-by-nc-nd,publishedVersion
,https://doi.org/10.1088/1361-6463/ae06ae,2025,article,FALSE,Journal of Physics D Applied Physics,https://openalex.org/S111927887,0022-3727,https://openalex.org/P4310311669,Institute of Physics,https://doi.org/10.1088/1361-6463/ae06ae,NA,NA,publishedVersion
,https://doi.org/10.1093/neuonc/noaf193.565,2025,article,TRUE,Neuro-Oncology,https://openalex.org/S106908163,1522-8517,https://openalex.org/P4310311648,Oxford University Press,https://doi.org/10.1093/neuonc/noaf193.565,https://academic.oup.com/neuro-oncology/article-pdf/27/Supplement_3/iii168/64484069/noaf193.565.pdf,NA,publishedVersion
,https://doi.org/10.1093/neuonc/noaf193.428,2025,article,TRUE,Neuro-Oncology,https://openalex.org/S106908163,1522-8517,https://openalex.org/P4310311648,Oxford University Press,https://doi.org/10.1093/neuonc/noaf193.428,https://academic.oup.com/neuro-oncology/article-pdf/27/Supplement_3/iii128/64483798/noaf193.428.pdf,NA,publishedVersion
,https://doi.org/10.1101/2025.10.01.679664,2025,preprint,TRUE,bioRxiv (Cold Spring Harbor Laboratory),https://openalex.org/S4306402567,NA,https://openalex.org/I2750212522,Cold Spring Harbor Laboratory,https://doi.org/10.1101/2025.10.01.679664,https://www.biorxiv.org/content/biorxiv/early/2025/10/02/2025.10.01.679664.full.pdf,cc-by-nc-nd,acceptedVersion
,https://doi.org/10.1093/neuonc/noaf193.566,2025,article,TRUE,Neuro-Oncology,https://openalex.org/S106908163,1522-8517,https://openalex.org/P4310311648,Oxford University Press,https://doi.org/10.1093/neuonc/noaf193.566,https://academic.oup.com/neuro-oncology/article-pdf/27/Supplement_3/iii168/64484067/noaf193.566.pdf,NA,publishedVersion
,https://doi.org/10.1093/neuonc/noaf193.584,2025,article,TRUE,Neuro-Oncology,https://openalex.org/S106908163,1522-8517,https://openalex.org/P4310311648,Oxford University Press,https://doi.org/10.1093/neuonc/noaf193.584,https://academic.oup.com/neuro-oncology/article-pdf/27/Supplement_3/iii173/64483782/noaf193.584.pdf,NA,publishedVersion
,https://doi.org/10.1093/neuonc/noaf193.319,2025,article,TRUE,Neuro-Oncology,https://openalex.org/S106908163,1522-8517,https://openalex.org/P4310311648,Oxford University Press,https://doi.org/10.1093/neuonc/noaf193.319,https://academic.oup.com/neuro-oncology/article-pdf/27/Supplement_3/iii96/64482345/noaf193.319.pdf,NA,publishedVersion
,https://doi.org/10.3389/fonc.2025.1645509,2025,article,TRUE,Frontiers in Oncology,https://openalex.org/S2596394214,2234-943X,https://openalex.org/P4310320527,Frontiers Media,https://doi.org/10.3389/fonc.2025.1645509,https://www.frontiersin.org/journals/oncology/articles/10.3389/fonc.2025.1645509/pdf,cc-by,publishedVersion
,https://doi.org/10.1007/s10405-025-00637-5,2025,article,FALSE,Zeitschrift für Pneumologie,https://openalex.org/S4387280721,2731-7404,https://openalex.org/P4310319900,Springer Nature,https://doi.org/10.1007/s10405-025-00637-5,NA,NA,publishedVersion
,https://doi.org/10.21203/rs.3.rs-7309668/v1,2025,preprint,TRUE,Research Square,https://openalex.org/S4306525896,NA,NA,NA,https://doi.org/10.21203/rs.3.rs-7309668/v1,https://www.researchsquare.com/article/rs-7309668/latest.pdf,cc-by,acceptedVersion
,https://doi.org/10.1021/acs.jpcc.5c04653,2025,article,FALSE,The Journal of Physical Chemistry C,https://openalex.org/S95739953,1932-7447,https://openalex.org/P4310320006,American Chemical Society,https://doi.org/10.1021/acs.jpcc.5c04653,NA,NA,publishedVersion
,https://doi.org/10.1145/3763087,2025,article,TRUE,Proceedings of the ACM on Programming Languages,https://openalex.org/S4210216081,2475-1421,https://openalex.org/P4310319798,Association for Computing Machinery,https://doi.org/10.1145/3763087,NA,cc-by,publishedVersion
,https://doi.org/10.26434/chemrxiv-2025-glvc2,2025,article,FALSE,ChemRxiv,https://openalex.org/S4393918830,2573-2293,NA,NA,https://doi.org/10.26434/chemrxiv-2025-glvc2,NA,NA,acceptedVersion
,https://doi.org/10.1016/j.spinee.2025.08.272,2025,article,FALSE,The Spine Journal,https://openalex.org/S112180307,1529-9430,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.spinee.2025.08.272,NA,NA,publishedVersion
,https://doi.org/10.1007/978-3-032-19096-3_17,2026,preprint,FALSE,Communications in computer and information science,https://openalex.org/S2764900261,1865-0929,https://openalex.org/P4310319900,Springer Nature,https://doi.org/10.1007/978-3-032-19096-3_17,NA,NA,publishedVersion
,https://doi.org/10.1016/j.jelechem.2025.119522,2025,article,TRUE,Journal of Electroanalytical Chemistry,https://openalex.org/S143604795,1572-6657,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.jelechem.2025.119522,NA,cc-by,publishedVersion
,https://doi.org/10.1364/boe.576585,2025,article,TRUE,Biomedical Optics Express,https://openalex.org/S104118869,2156-7085,https://openalex.org/P4310315679,Optica Publishing Group,https://doi.org/10.1364/boe.576585,NA,cc-by,publishedVersion
,https://doi.org/10.26434/chemrxiv-2025-vtj3k,2025,article,TRUE,ChemRxiv,https://openalex.org/S4393918830,2573-2293,NA,NA,https://doi.org/10.26434/chemrxiv-2025-vtj3k,NA,cc-by,acceptedVersion
,https://doi.org/10.1021/acsomega.5c07236,2025,article,TRUE,ACS Omega,https://openalex.org/S4210239500,2470-1343,https://openalex.org/P4310320006,American Chemical Society,https://doi.org/10.1021/acsomega.5c07236,NA,NA,publishedVersion
,https://doi.org/10.1186/s12974-025-03584-3,2025,article,TRUE,Journal of Neuroinflammation,https://openalex.org/S199572710,1742-2094,https://openalex.org/P4310320256,Springer Nature,https://doi.org/10.1186/s12974-025-03584-3,https://jneuroinflammation.biomedcentral.com/counter/pdf/10.1186/s12974-025-03584-3,cc-by,publishedVersion
,https://doi.org/10.1111/mec.70146,2025,article,TRUE,Molecular Ecology,https://openalex.org/S22454499,0962-1083,https://openalex.org/P4310320595,Wiley,https://doi.org/10.1111/mec.70146,NA,cc-by,publishedVersion
,https://doi.org/10.1002/alz.70741,2025,article,TRUE,Alzheimer s & Dementia,https://openalex.org/S108427512,1552-5260,https://openalex.org/P4310320595,Wiley,https://doi.org/10.1002/alz.70741,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/alz.70741,cc-by,publishedVersion
,https://doi.org/10.1016/j.neubiorev.2025.106393,2025,review,TRUE,Neuroscience & Biobehavioral Reviews,https://openalex.org/S170052170,0149-7634,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.neubiorev.2025.106393,NA,cc-by,publishedVersion
,https://doi.org/10.1055/a-2663-2010,2025,article,FALSE,Aktuelle Dermatologie,https://openalex.org/S9749920,0340-2541,https://openalex.org/P4310320000,Thieme Medical Publishers (Germany),https://doi.org/10.1055/a-2663-2010,NA,NA,publishedVersion
,https://doi.org/10.21203/rs.3.rs-7697174/v1,2025,preprint,TRUE,Research Square,https://openalex.org/S4306525896,NA,NA,NA,https://doi.org/10.21203/rs.3.rs-7697174/v1,https://www.researchsquare.com/article/rs-7697174/latest.pdf,cc-by,acceptedVersion
,https://doi.org/10.2174/0117450179395261251006055231,2025,article,TRUE,Clinical Practice and Epidemiology in Mental Health,https://openalex.org/S41760973,1745-0179,https://openalex.org/P4310320079,Bentham Science Publishers,https://doi.org/10.2174/0117450179395261251006055231,NA,cc-by,publishedVersion
,https://doi.org/10.1007/s00415-025-13310-x,2025,article,TRUE,Journal of Neurology,https://openalex.org/S175814247,0340-5354,https://openalex.org/P4310319900,Springer Nature,https://doi.org/10.1007/s00415-025-13310-x,https://link.springer.com/content/pdf/10.1007/s00415-025-13310-x.pdf,cc-by,publishedVersion
,https://doi.org/10.6019/s-bsst2239,2025,dataset,FALSE,NA,NA,NA,NA,NA,https://doi.org/10.6019/s-bsst2239,NA,NA,publishedVersion
,https://doi.org/10.1007/s11060-025-05279-4,2025,article,TRUE,Journal of Neuro-Oncology,https://openalex.org/S175922936,0167-594X,https://openalex.org/P4310319900,Springer Nature,https://doi.org/10.1007/s11060-025-05279-4,https://link.springer.com/content/pdf/10.1007/s11060-025-05279-4.pdf,cc-by,publishedVersion
,https://doi.org/10.26434/chemrxiv-2024-srqv5-v3,2025,article,TRUE,ChemRxiv,https://openalex.org/S4393918830,2573-2293,NA,NA,https://doi.org/10.26434/chemrxiv-2024-srqv5-v3,NA,cc-by,acceptedVersion
,https://doi.org/10.1007/s00292-025-01475-1,2025,article,TRUE,Die Pathologie,https://openalex.org/S4387280373,2731-7188,https://openalex.org/P4310319900,Springer Nature,https://doi.org/10.1007/s00292-025-01475-1,https://link.springer.com/content/pdf/10.1007/s00292-025-01475-1.pdf,NA,publishedVersion
,https://doi.org/10.1016/j.jcis.2025.139286,2025,article,TRUE,Journal of Colloid and Interface Science,https://openalex.org/S204609040,0021-9797,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.jcis.2025.139286,NA,cc-by,publishedVersion
,https://doi.org/10.1038/s41380-025-03307-3,2025,article,TRUE,Molecular Psychiatry,https://openalex.org/S71149355,1359-4184,https://openalex.org/P4310319965,Springer Nature,https://doi.org/10.1038/s41380-025-03307-3,https://www.nature.com/articles/s41380-025-03307-3.pdf,cc-by,publishedVersion
,https://doi.org/10.1055/s-0045-1812231,2025,article,FALSE,Ultraschall in der Medizin - European Journal of Ultrasound,https://openalex.org/S50260976,0172-4614,https://openalex.org/P4310321135,Thieme Medical Publishers (Germany),https://doi.org/10.1055/s-0045-1812231,NA,NA,publishedVersion
,https://doi.org/10.1055/s-0045-1812247,2025,article,FALSE,Ultraschall in der Medizin - European Journal of Ultrasound,https://openalex.org/S50260976,0172-4614,https://openalex.org/P4310321135,Thieme Medical Publishers (Germany),https://doi.org/10.1055/s-0045-1812247,NA,NA,publishedVersion
,https://doi.org/10.1093/mnras/staf1798,2025,article,TRUE,Monthly Notices of the Royal Astronomical Society,https://openalex.org/S195663288,0035-8711,https://openalex.org/P4310311648,Oxford University Press,https://doi.org/10.1093/mnras/staf1798,NA,cc-by,publishedVersion
,https://doi.org/10.1101/2025.10.18.683237,2025,preprint,TRUE,bioRxiv (Cold Spring Harbor Laboratory),https://openalex.org/S4306402567,NA,https://openalex.org/I2750212522,Cold Spring Harbor Laboratory,https://doi.org/10.1101/2025.10.18.683237,https://www.biorxiv.org/content/biorxiv/early/2025/10/20/2025.10.18.683237.full.pdf,cc-by-nc-nd,acceptedVersion
,https://doi.org/10.1088/1367-2630/ae15b7,2025,article,TRUE,New Journal of Physics,https://openalex.org/S148121101,1367-2630,https://openalex.org/P4310320083,Institute of Physics,https://doi.org/10.1088/1367-2630/ae15b7,NA,cc-by,publishedVersion
,https://doi.org/10.3390/ai6100275,2025,article,TRUE,AI,https://openalex.org/S4210200511,2673-2688,https://openalex.org/P4310310987,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/ai6100275,https://www.mdpi.com/2673-2688/6/10/275/pdf?version=1761059973,cc-by,publishedVersion
,https://doi.org/10.1007/s10049-025-01638-w,2025,article,TRUE,Notfall + Rettungsmedizin,https://openalex.org/S205749764,1434-6222,https://openalex.org/P4310319900,Springer Nature,https://doi.org/10.1007/s10049-025-01638-w,https://link.springer.com/content/pdf/10.1007/s10049-025-01638-w.pdf,cc-by,publishedVersion
,https://doi.org/10.1063/5.0286998,2025,article,TRUE,APL Photonics,https://openalex.org/S4210226744,2378-0967,https://openalex.org/P4310320061,American Institute of Physics,https://doi.org/10.1063/5.0286998,https://pubs.aip.org/aip/app/article-pdf/doi/10.1063/5.0286998/20770020/106120_1_5.0286998.pdf,cc-by,publishedVersion
,https://doi.org/10.1016/j.jacc.2025.09.1183,2025,article,FALSE,Journal of the American College of Cardiology,https://openalex.org/S60865174,0735-1097,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.jacc.2025.09.1183,NA,NA,publishedVersion
,https://doi.org/10.1016/j.jacc.2025.09.306,2025,article,FALSE,Journal of the American College of Cardiology,https://openalex.org/S60865174,0735-1097,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.jacc.2025.09.306,NA,NA,publishedVersion
,https://doi.org/10.1016/j.jacc.2025.09.090,2025,article,FALSE,Journal of the American College of Cardiology,https://openalex.org/S60865174,0735-1097,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.jacc.2025.09.090,NA,NA,publishedVersion
,https://doi.org/10.1016/j.jacc.2025.09.1068,2025,article,FALSE,Journal of the American College of Cardiology,https://openalex.org/S60865174,0735-1097,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.jacc.2025.09.1068,NA,NA,publishedVersion
,https://doi.org/10.1016/j.jacc.2025.09.1016,2025,article,FALSE,Journal of the American College of Cardiology,https://openalex.org/S60865174,0735-1097,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.jacc.2025.09.1016,NA,NA,publishedVersion
,https://doi.org/10.1016/j.jacc.2025.09.076,2025,article,FALSE,Journal of the American College of Cardiology,https://openalex.org/S60865174,0735-1097,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.jacc.2025.09.076,NA,NA,publishedVersion
,https://doi.org/10.1016/j.jacc.2025.09.1066,2025,article,FALSE,Journal of the American College of Cardiology,https://openalex.org/S60865174,0735-1097,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.jacc.2025.09.1066,NA,NA,publishedVersion
,https://doi.org/10.3390/ijerph22111607,2025,article,TRUE,International Journal of Environmental Research and Public Health,https://openalex.org/S15239247,1660-4601,https://openalex.org/P4310310987,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/ijerph22111607,https://www.mdpi.com/1660-4601/22/11/1607/pdf?version=1761125627,cc-by,publishedVersion
,https://doi.org/10.1021/acs.jpcb.5c03518,2025,article,TRUE,The Journal of Physical Chemistry B,https://openalex.org/S185621672,1520-5207,https://openalex.org/P4310320006,American Chemical Society,https://doi.org/10.1021/acs.jpcb.5c03518,NA,cc-by,publishedVersion
,https://doi.org/10.1016/j.eclinm.2025.103600,2025,erratum,TRUE,EClinicalMedicine,https://openalex.org/S2898347799,2589-5370,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.eclinm.2025.103600,https://www.thelancet.com/pdfs/journals/eclinm/PIIS2589-5370(25)00534-6.pdf,NA,publishedVersion
,https://doi.org/10.2337/dc25-1195,2025,article,FALSE,Diabetes Care,https://openalex.org/S49878492,0149-5992,https://openalex.org/P4310320274,American Diabetes Association,https://doi.org/10.2337/dc25-1195,NA,NA,publishedVersion
,https://doi.org/10.3389/fmicb.2025.1669022,2025,article,TRUE,Frontiers in Microbiology,https://openalex.org/S2484704948,1664-302X,https://openalex.org/P4310320527,Frontiers Media,https://doi.org/10.3389/fmicb.2025.1669022,https://public-pages-files-2025.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2025.1669022/pdf,cc-by,publishedVersion
,https://doi.org/10.1007/s00112-025-02289-4,2025,article,FALSE,Monatsschrift Kinderheilkunde,https://openalex.org/S202200076,0026-9298,https://openalex.org/P4310320090,Springer Nature,https://doi.org/10.1007/s00112-025-02289-4,NA,NA,publishedVersion
,https://doi.org/10.1016/j.isci.2025.113847,2025,article,TRUE,iScience,https://openalex.org/S2898358376,2589-0042,https://openalex.org/P4310315673,Elsevier BV,https://doi.org/10.1016/j.isci.2025.113847,NA,NA,publishedVersion
,https://doi.org/10.1145/3746027.3755018,2025,article,TRUE,NA,NA,NA,NA,NA,https://doi.org/10.1145/3746027.3755018,NA,cc-by,publishedVersion
,https://doi.org/10.1016/j.biopha.2025.118693,2025,article,TRUE,Biomedicine & Pharmacotherapy,https://openalex.org/S15111687,0753-3322,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.biopha.2025.118693,NA,cc-by-nc-nd,publishedVersion
,https://doi.org/10.1007/s00787-025-02902-7,2025,article,TRUE,European Child & Adolescent Psychiatry,https://openalex.org/S159275680,1018-8827,https://openalex.org/P4310319900,Springer Nature,https://doi.org/10.1007/s00787-025-02902-7,https://link.springer.com/content/pdf/10.1007/s00787-025-02902-7.pdf,cc-by,publishedVersion
,https://doi.org/10.1109/radarconf2559087.2025.11204890,2025,article,FALSE,NA,NA,NA,NA,NA,https://doi.org/10.1109/radarconf2559087.2025.11204890,NA,NA,publishedVersion
