id,display_name,orcid,author_position,is_corresponding,affiliations_id,affiliations_display_name,affiliations_ror,affiliations_country_code,affiliations_type,affiliations_lineage,affiliation_raw,doi,publication_year,type,is_oa,source_display_name,source_id,issn_l,host_organization,host_organization_name,landing_page_url,pdf_url,license,version
https://openalex.org/A5078593816,Marie L. Ohlms,https://orcid.org/0000-0003-4022-6904,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,Institute of Psychology Albert‐Ludwigs‐Universität Freiburg  Freiburg Germany,https://doi.org/10.1111/apps.70038,2025,article,TRUE,Applied Psychology,https://openalex.org/S47864991,0269-994X,https://openalex.org/P4310320595,Wiley,https://doi.org/10.1111/apps.70038,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/apps.70038,cc-by,publishedVersion
https://openalex.org/A5082080386,Shivaraju Guddehalli Chandrappa,https://orcid.org/0000-0002-9001-5550,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,Helmholtz Institute Ulm for Electrochemical Energy Storage (HIU)  89081 Ulm Germany,https://doi.org/10.1002/advs.202510456,2025,article,TRUE,Advanced Science,https://openalex.org/S2737737698,2198-3844,https://openalex.org/P4310320595,Wiley,https://doi.org/10.1002/advs.202510456,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202510456,cc-by,publishedVersion
https://openalex.org/A5112949350,Kalpan Ved,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,Universität Ulm,https://doi.org/10.5281/zenodo.18336535,2026,dataset,TRUE,Zenodo (CERN European Organization for Nuclear Research),https://openalex.org/S4306400562,NA,https://openalex.org/I67311998,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.18336535,NA,cc-by,NA
https://openalex.org/A5094134730,T. B. Lantaño,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Institut für Theoretische Physik & IQST, Albert-Einstein-Allee 11, Universität Ulm, 89069 Ulm, Germany",https://doi.org/10.22331/q-2026-03-24-2042,2026,preprint,TRUE,Quantum,https://openalex.org/S4210226432,2521-327X,https://openalex.org/P4310317900,Verein zur Förderung des Open Access Publizierens in den Quantenwissenschaften,https://doi.org/10.22331/q-2026-03-24-2042,https://quantum-journal.org/papers/q-2026-03-24-2042/pdf/,cc-by,publishedVersion
https://openalex.org/A5007392741,Oliver Mendoza Reyes,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,Universität Ulm,https://doi.org/10.26434/chemrxiv-2025-rd23r,2025,article,TRUE,ChemRxiv,https://openalex.org/S4393918830,2573-2293,NA,NA,https://doi.org/10.26434/chemrxiv-2025-rd23r,NA,cc-by,acceptedVersion
NA,Uzra Rehman,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Department of English and Applied Lingistics, ULM, KP",https://doi.org/10.63878/jalt1296,2025,article,TRUE,Journal of Applied Linguistics and TESOL (JALT),https://openalex.org/S5407023067,2709-8265,NA,NA,https://doi.org/10.63878/jalt1296,https://jalt.com.pk/index.php/jalt/article/download/1296/1036,cc-by-nc-nd,publishedVersion
https://openalex.org/A5036797365,Albert K. Engstfeld,https://orcid.org/0000-0002-9686-3948,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Institute of Electrochemistry, Ulm University, 89081 Ulm, Germany",https://doi.org/10.1088/1361-6463/ae06ae,2025,article,FALSE,Journal of Physics D Applied Physics,https://openalex.org/S111927887,0022-3727,https://openalex.org/P4310311669,Institute of Physics,https://doi.org/10.1088/1361-6463/ae06ae,NA,NA,publishedVersion
https://openalex.org/A5041266113,Michaël Uhl,https://orcid.org/0000-0002-9563-4991,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Ulm University Medical Center , Ulm,",https://doi.org/10.1093/neuonc/noaf193.565,2025,article,TRUE,Neuro-Oncology,https://openalex.org/S106908163,1522-8517,https://openalex.org/P4310311648,Oxford University Press,https://doi.org/10.1093/neuonc/noaf193.565,https://academic.oup.com/neuro-oncology/article-pdf/27/Supplement_3/iii168/64484069/noaf193.565.pdf,NA,publishedVersion
https://openalex.org/A5013113484,Jan Coburger,https://orcid.org/0000-0002-3677-8258,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"University of Ulm , Ulm,",https://doi.org/10.1093/neuonc/noaf193.428,2025,article,TRUE,Neuro-Oncology,https://openalex.org/S106908163,1522-8517,https://openalex.org/P4310311648,Oxford University Press,https://doi.org/10.1093/neuonc/noaf193.428,https://academic.oup.com/neuro-oncology/article-pdf/27/Supplement_3/iii128/64483798/noaf193.428.pdf,NA,publishedVersion
https://openalex.org/A5113043173,Jovana Rajak,https://orcid.org/0009-0007-0229-8583,first,FALSE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"University Medical Center Ulm, Ulm, Germany;",https://doi.org/10.1101/2025.10.01.679664,2025,preprint,TRUE,bioRxiv (Cold Spring Harbor Laboratory),https://openalex.org/S4306402567,NA,https://openalex.org/I2750212522,Cold Spring Harbor Laboratory,https://doi.org/10.1101/2025.10.01.679664,https://www.biorxiv.org/content/biorxiv/early/2025/10/02/2025.10.01.679664.full.pdf,cc-by-nc-nd,acceptedVersion
https://openalex.org/A5069740457,Natalia Ţurcan,https://orcid.org/0000-0003-1994-3570,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Ulm University Medical Center , Ulm,",https://doi.org/10.1093/neuonc/noaf193.566,2025,article,TRUE,Neuro-Oncology,https://openalex.org/S106908163,1522-8517,https://openalex.org/P4310311648,Oxford University Press,https://doi.org/10.1093/neuonc/noaf193.566,https://academic.oup.com/neuro-oncology/article-pdf/27/Supplement_3/iii168/64484067/noaf193.566.pdf,NA,publishedVersion
https://openalex.org/A5029570173,Annika Hajosch,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Ulm University Medical Center , Ulm,",https://doi.org/10.1093/neuonc/noaf193.584,2025,article,TRUE,Neuro-Oncology,https://openalex.org/S106908163,1522-8517,https://openalex.org/P4310311648,Oxford University Press,https://doi.org/10.1093/neuonc/noaf193.584,https://academic.oup.com/neuro-oncology/article-pdf/27/Supplement_3/iii173/64483782/noaf193.584.pdf,NA,publishedVersion
https://openalex.org/A5012802678,Anna-Lena Allgäuer,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Klinik für Innere Medizin III, Sektion Infektiologie, Universitätsklinikum Ulm, Albert-Einstein-Allee 23, 89081, Ulm, Deutschland",https://doi.org/10.1007/s10405-025-00637-5,2025,article,FALSE,Zeitschrift für Pneumologie,https://openalex.org/S4387280721,2731-7404,https://openalex.org/P4310319900,Springer Nature,https://doi.org/10.1007/s10405-025-00637-5,NA,NA,publishedVersion
https://openalex.org/A5075378120,Florian Sihler,https://orcid.org/0000-0001-7195-7801,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Ulm University, Ulm, Germany",https://doi.org/10.1145/3763087,2025,article,TRUE,Proceedings of the ACM on Programming Languages,https://openalex.org/S4210216081,2475-1421,https://openalex.org/P4310319798,Association for Computing Machinery,https://doi.org/10.1145/3763087,NA,cc-by,publishedVersion
https://openalex.org/A5114634801,Koffi Ismael Ouattara,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Huawei Technologies, Munich, Germany",https://doi.org/10.1007/978-3-032-19096-3_17,2026,preprint,FALSE,Communications in computer and information science,https://openalex.org/S2764900261,1865-0929,https://openalex.org/P4310319900,Springer Nature,https://doi.org/10.1007/978-3-032-19096-3_17,NA,NA,publishedVersion
https://openalex.org/A5104049908,M. D. Wagner,https://orcid.org/0009-0007-4283-4299,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,Institut fuer Lasertechnologien in der Medizin und Meßtechnik an der Universität Ulm,https://doi.org/10.1364/boe.576585,2025,article,TRUE,Biomedical Optics Express,https://openalex.org/S104118869,2156-7085,https://openalex.org/P4310315679,Optica Publishing Group,https://doi.org/10.1364/boe.576585,NA,cc-by,publishedVersion
https://openalex.org/A5050099873,Jing Liu,https://orcid.org/0000-0002-3311-0818,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,Universität Ulm,https://doi.org/10.26434/chemrxiv-2025-vtj3k,2025,article,TRUE,ChemRxiv,https://openalex.org/S4393918830,2573-2293,NA,NA,https://doi.org/10.26434/chemrxiv-2025-vtj3k,NA,cc-by,acceptedVersion
https://openalex.org/A5011073123,Jana Dobelmann,https://orcid.org/0000-0002-6742-0945,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,Institute of Evolutionary Ecology and Conservation Genomics University of Ulm  Ulm Germany,https://doi.org/10.1111/mec.70146,2025,article,TRUE,Molecular Ecology,https://openalex.org/S22454499,0962-1083,https://openalex.org/P4310320595,Wiley,https://doi.org/10.1111/mec.70146,NA,cc-by,publishedVersion
https://openalex.org/A5001646239,Wiebke Frank,https://orcid.org/0000-0002-7786-8831,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Department of Neurology, Huntington Center Ulm (HCU), Ulm University, Oberer Eselsberg 45, 89081, Ulm, Germany",https://doi.org/10.1007/s00415-025-13310-x,2025,article,TRUE,Journal of Neurology,https://openalex.org/S175814247,0340-5354,https://openalex.org/P4310319900,Springer Nature,https://doi.org/10.1007/s00415-025-13310-x,https://link.springer.com/content/pdf/10.1007/s00415-025-13310-x.pdf,cc-by,publishedVersion
https://openalex.org/A5100952415,Yuhua Ma,https://orcid.org/0009-0000-1072-6890,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,Universität Ulm,https://doi.org/10.6019/s-bsst2239,2025,dataset,FALSE,NA,NA,NA,NA,NA,https://doi.org/10.6019/s-bsst2239,NA,NA,publishedVersion
https://openalex.org/A5045454623,Adriana Sacristán‐Martín,https://orcid.org/0000-0002-3668-1122,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,Universität Ulm,https://doi.org/10.26434/chemrxiv-2024-srqv5-v3,2025,article,TRUE,ChemRxiv,https://openalex.org/S4393918830,2573-2293,NA,NA,https://doi.org/10.26434/chemrxiv-2024-srqv5-v3,NA,cc-by,acceptedVersion
https://openalex.org/A5101807408,Thomas F.E. Barth,https://orcid.org/0000-0002-3379-6311,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Institut für Pathologie, Universität Ulm, Albert-Einstein-Allee 11, 89081, Ulm, Deutschland. Thomas.Barth@uniklinik-ulm.de",https://doi.org/10.1007/s00292-025-01475-1,2025,article,TRUE,Die Pathologie,https://openalex.org/S4387280373,2731-7188,https://openalex.org/P4310319900,Springer Nature,https://doi.org/10.1007/s00292-025-01475-1,https://link.springer.com/content/pdf/10.1007/s00292-025-01475-1.pdf,NA,publishedVersion
https://openalex.org/A5052204880,U Friebe-Hoffmann,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Universitätsfrauenklinik Ulm, Geburtshilfe & Pränatalmedizin, Ulm, Deutschland",https://doi.org/10.1055/s-0045-1812231,2025,article,FALSE,Ultraschall in der Medizin - European Journal of Ultrasound,https://openalex.org/S50260976,0172-4614,https://openalex.org/P4310321135,Thieme Medical Publishers (Germany),https://doi.org/10.1055/s-0045-1812231,NA,NA,publishedVersion
https://openalex.org/A5055892014,Lea Lautenbacher,https://orcid.org/0009-0009-4054-361X,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Ulm University, Ulm, 89069, GERMANY",https://doi.org/10.1088/1367-2630/ae15b7,2025,article,TRUE,New Journal of Physics,https://openalex.org/S148121101,1367-2630,https://openalex.org/P4310320083,Institute of Physics,https://doi.org/10.1088/1367-2630/ae15b7,NA,cc-by,publishedVersion
https://openalex.org/A5120084690,Manuel Friebolin,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Institute for Production Engineering and Materials Testing, Ulm University of Applied Sciences, 89081 Ulm, Germany",https://doi.org/10.3390/ai6100275,2025,article,TRUE,AI,https://openalex.org/S4210200511,2673-2688,https://openalex.org/P4310310987,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/ai6100275,https://www.mdpi.com/2673-2688/6/10/275/pdf?version=1761059973,cc-by,publishedVersion
https://openalex.org/A5120087032,Julian Baur,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Sektion Notfallmedizin, Klinik für Anästhesiologie und Intensivmedizin, Universitätsklinikum Ulm, Albert-Einstein-Allee 23, 89081, Ulm, Deutschland",https://doi.org/10.1007/s10049-025-01638-w,2025,article,TRUE,Notfall + Rettungsmedizin,https://openalex.org/S205749764,1434-6222,https://openalex.org/P4310319900,Springer Nature,https://doi.org/10.1007/s10049-025-01638-w,https://link.springer.com/content/pdf/10.1007/s10049-025-01638-w.pdf,cc-by,publishedVersion
https://openalex.org/A5048900524,Mirjam Keßler,https://orcid.org/0000-0001-6423-0508,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"UNIVERSITY OF ULM, Ulm, Germany",https://doi.org/10.1016/j.jacc.2025.09.1066,2025,article,FALSE,Journal of the American College of Cardiology,https://openalex.org/S60865174,0735-1097,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.jacc.2025.09.1066,NA,NA,publishedVersion
https://openalex.org/A5009506878,Tamara Großmann,https://orcid.org/0000-0002-7698-5251,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Department of Psychiatry and Psychotherapy II, University of Ulm and BKH Günzburg, 89073 Ulm, Germany",https://doi.org/10.3390/ijerph22111607,2025,article,TRUE,International Journal of Environmental Research and Public Health,https://openalex.org/S15239247,1660-4601,https://openalex.org/P4310310987,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/ijerph22111607,https://www.mdpi.com/1660-4601/22/11/1607/pdf?version=1761125627,cc-by,publishedVersion
https://openalex.org/A5029976440,Hanna-Friederike Poggemann,https://orcid.org/0000-0003-4191-6325,first,FALSE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,Institute of Electrochemistry,https://doi.org/10.1021/acs.jpcb.5c03518,2025,article,TRUE,The Journal of Physical Chemistry B,https://openalex.org/S185621672,1520-5207,https://openalex.org/P4310320006,American Chemical Society,https://doi.org/10.1021/acs.jpcb.5c03518,NA,cc-by,publishedVersion
https://openalex.org/A5120116371,Leonard Klevesath,NA,first,FALSE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Institut of Medical Microbiology and Hygiene, Medical Facility, Ulm University, Ulm, Germany",https://doi.org/10.3389/fmicb.2025.1669022,2025,article,TRUE,Frontiers in Microbiology,https://openalex.org/S2484704948,1664-302X,https://openalex.org/P4310320527,Frontiers Media,https://doi.org/10.3389/fmicb.2025.1669022,https://public-pages-files-2025.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2025.1669022/pdf,cc-by,publishedVersion
https://openalex.org/A5049322494,Annette Richter-Unruh,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Hormonzentrum für Kinder- und Jugendliche, Prof. Dr. Richter-Unruh & Kolleginnen, In überörtliche Berufsausübungsgemeinschaft Medizinisches Versorgungszentrum Dr. Eberhard & Partner Dortmund, Alter Mühlenweg 3, 44139, Dortmund, Deutschland",https://doi.org/10.1007/s00112-025-02289-4,2025,article,FALSE,Monatsschrift Kinderheilkunde,https://openalex.org/S202200076,0026-9298,https://openalex.org/P4310320090,Springer Nature,https://doi.org/10.1007/s00112-025-02289-4,NA,NA,publishedVersion
https://openalex.org/A5117275568,Jannis Marzluf,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Corporate Research, Sartorius Stedim Cellca GmbH, Ulm, Germany",https://doi.org/10.1016/j.isci.2025.113847,2025,article,TRUE,iScience,https://openalex.org/S2898358376,2589-0042,https://openalex.org/P4310315673,Elsevier BV,https://doi.org/10.1016/j.isci.2025.113847,NA,NA,publishedVersion
https://openalex.org/A5093083851,Christina Hilterhaus,https://orcid.org/0009-0003-7187-0812,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Department of Ophthalmology, University of Ulm, Prittwitzstr. 43, Ulm 89075, Germany",https://doi.org/10.1016/j.biopha.2025.118693,2025,article,TRUE,Biomedicine & Pharmacotherapy,https://openalex.org/S15111687,0753-3322,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.biopha.2025.118693,NA,cc-by-nc-nd,publishedVersion
https://openalex.org/A5090344349,Jörg M. Fegert,https://orcid.org/0000-0001-6070-4323,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Competence Center Public Child Mental Health, partner site Ulm, Steinhövelstraße 5, Ulm, 89075, Germany",https://doi.org/10.1007/s00787-025-02902-7,2025,article,TRUE,European Child & Adolescent Psychiatry,https://openalex.org/S159275680,1018-8827,https://openalex.org/P4310319900,Springer Nature,https://doi.org/10.1007/s00787-025-02902-7,https://link.springer.com/content/pdf/10.1007/s00787-025-02902-7.pdf,cc-by,publishedVersion
https://openalex.org/A5051670271,Qinya Xie,NA,first,FALSE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Institute of Molecular Virology, Ulm University Medical Center; Ulm, Germany;",https://doi.org/10.1101/2025.10.27.684817,2025,preprint,TRUE,bioRxiv (Cold Spring Harbor Laboratory),https://openalex.org/S4306402567,NA,https://openalex.org/I2750212522,Cold Spring Harbor Laboratory,https://doi.org/10.1101/2025.10.27.684817,https://www.biorxiv.org/content/biorxiv/early/2025/10/27/2025.10.27.684817.full.pdf,cc-by,acceptedVersion
https://openalex.org/A5049154227,Michael Schmiech,https://orcid.org/0000-0003-4350-0331,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Institute of Experimental and Clinical Pharmacology, Toxicology, and Pharmacology of Natural Products, Ulm University, Ulm, Germany",https://doi.org/10.1016/j.phytol.2025.103927,2025,article,FALSE,Phytochemistry Letters,https://openalex.org/S127984601,1874-3900,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.phytol.2025.103927,NA,NA,publishedVersion
https://openalex.org/A5016452182,Sebastian Heber,https://orcid.org/0000-0001-5328-8894,first,FALSE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Institute of Experimental and Clinical Pharmacology, Toxicology and Pharmacology of Natural Products, Ulm University Medical Center, Ulm 89081, Germany",https://doi.org/10.1016/j.biopha.2025.118705,2025,article,TRUE,Biomedicine & Pharmacotherapy,https://openalex.org/S15111687,0753-3322,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.biopha.2025.118705,NA,cc-by-nc-nd,publishedVersion
https://openalex.org/A5015636806,Nicole Stadler,https://orcid.org/0000-0001-8997-866X,first,FALSE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Institute of Experimental and Clinical Pharmacology, Toxicology and Pharmacology of Natural Products, University of Ulm Medical Center, Albert-Einstein-Allee 11, 89081 Ulm, Germany",https://doi.org/10.3390/jfb16110399,2025,article,TRUE,Journal of Functional Biomaterials,https://openalex.org/S86392829,2079-4983,https://openalex.org/P4310310987,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/jfb16110399,NA,cc-by,publishedVersion
https://openalex.org/A5036622035,Lea Fröscher,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,University of Ulm,https://doi.org/10.21203/rs.3.rs-7796547/v1,2025,preprint,TRUE,Research Square,https://openalex.org/S4306525896,NA,NA,NA,https://doi.org/10.21203/rs.3.rs-7796547/v1,https://www.researchsquare.com/article/rs-7796547/latest.pdf,cc-by,acceptedVersion
https://openalex.org/A5019241143,Victoria Hunszinger,https://orcid.org/0009-0004-6048-549X,first,FALSE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Institute of Molecular Virology, Ulm University Medical Center, Ulm, Germany;",https://doi.org/10.1101/2025.10.28.685013,2025,preprint,TRUE,bioRxiv (Cold Spring Harbor Laboratory),https://openalex.org/S4306402567,NA,https://openalex.org/I2750212522,Cold Spring Harbor Laboratory,https://doi.org/10.1101/2025.10.28.685013,https://www.biorxiv.org/content/biorxiv/early/2025/10/28/2025.10.28.685013.full.pdf,cc-by-nc-nd,acceptedVersion
https://openalex.org/A5050710969,Abdul Rahman Idrees,https://orcid.org/0000-0002-9861-1947,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Department of Clinical Psychology and Psychotherapy, Ulm University, Ulm, Germany",https://doi.org/10.1007/s41666-025-00216-6,2025,article,TRUE,Journal of Healthcare Informatics Research,https://openalex.org/S4210196546,2509-4971,https://openalex.org/P4310319900,Springer Nature,https://doi.org/10.1007/s41666-025-00216-6,https://link.springer.com/content/pdf/10.1007/s41666-025-00216-6.pdf,cc-by,publishedVersion
https://openalex.org/A5120180953,Kais Almohammad,NA,first,FALSE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,Ulm University Medical Center;,https://doi.org/10.1101/2025.10.28.685010,2025,preprint,TRUE,bioRxiv (Cold Spring Harbor Laboratory),https://openalex.org/S4306402567,NA,https://openalex.org/I2750212522,Cold Spring Harbor Laboratory,https://doi.org/10.1101/2025.10.28.685010,https://www.biorxiv.org/content/biorxiv/early/2025/10/29/2025.10.28.685010.full.pdf,cc-by,acceptedVersion
https://openalex.org/A5072118587,Steffen Wendzel,https://orcid.org/0000-0002-1913-5912,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Institute of Information Resource Management (IRM), Dep. Engineering, Computer Science and Psychology, Ulm University, Germany",https://doi.org/10.1016/j.cose.2025.104732,2025,article,TRUE,Computers & Security,https://openalex.org/S12529635,0167-4048,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.cose.2025.104732,NA,cc-by,publishedVersion
https://openalex.org/A5101807408,Thomas F.E. Barth,https://orcid.org/0000-0002-3379-6311,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Institut für Pathologie, Universität Ulm, Albert-Einstein-Allee 11, 89081, Ulm, Deutschland. thomas.barth@uniklinik-ulm.de",https://doi.org/10.1007/s00292-025-01490-2,2025,article,FALSE,Die Pathologie,https://openalex.org/S4387280373,2731-7188,https://openalex.org/P4310319900,Springer Nature,https://doi.org/10.1007/s00292-025-01490-2,NA,NA,publishedVersion
https://openalex.org/A5036198081,Christoph Gerhard Lisson,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Artificial Intelligence in Experimental Radiology (XAIRAD), Department of Diagnostic and Interventional Radiology, University Hospital Ulm, Ulm, Germany. catharina.lisson@uni-ulm.de",https://doi.org/10.1186/s12880-025-02006-3,2025,article,TRUE,BMC Medical Imaging,https://openalex.org/S6505649,1471-2342,https://openalex.org/P4310320256,Springer Nature,https://doi.org/10.1186/s12880-025-02006-3,https://bmcmedimaging.biomedcentral.com/counter/pdf/10.1186/s12880-025-02006-3,cc-by,publishedVersion
https://openalex.org/A5114770072,Rebecca Rittersberger,NA,first,FALSE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Faculty of Natural Science, University of Ulm, Albert-Einstein-Allee 11, 89081 Ulm, Germany",https://doi.org/10.1016/j.ijpx.2025.100432,2025,article,TRUE,International Journal of Pharmaceutics X,https://openalex.org/S4210204060,2590-1567,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.ijpx.2025.100432,NA,cc-by-nc-nd,publishedVersion
https://openalex.org/A5006913595,Felix von Sanden,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Department of Internal Medicine II, Cardiology, Angiology, Pneumology, Internal Intensive Care, Sports and Rehabilitation Medicine, Ulm University Medical Center, 89081 Ulm, Germany",https://doi.org/10.3390/jcm14217703,2025,article,TRUE,Journal of Clinical Medicine,https://openalex.org/S2737969411,2077-0383,https://openalex.org/P4310310987,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/jcm14217703,NA,cc-by,publishedVersion
NA,Melina Möller,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Department of Dermatology and Allergology, Ulm University, Ulm, Germany. melina.moeller@uniklinik-ulm.de",https://doi.org/10.2340/actadv.v105.43176,2025,article,TRUE,Acta Dermato Venereologica,https://openalex.org/S4210210846,0001-5555,https://openalex.org/P4310317100,Soc for Publication of Acta Dermato-Venereologica,https://doi.org/10.2340/actadv.v105.43176,https://medicaljournalssweden.se/actadv/article/download/43176/51879,cc-by-nc,publishedVersion
https://openalex.org/A5120202694,Nicoleta Trif,NA,first,FALSE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Department of Diagnostic and Interventional Radiology, Ulm University Medical Center, Ulm, Germany",https://doi.org/10.21037/jtd-2025-655,2025,article,TRUE,Journal of Thoracic Disease,https://openalex.org/S2754193772,2072-1439,https://openalex.org/P4310321814,AME Publishing Company,https://doi.org/10.21037/jtd-2025-655,NA,cc-by-nc-nd,publishedVersion
